,faithfulness,naturalness,score,motion,motion_index,selected
3280,0.4783,0.5045,0.2413,Someone_executes_a_pirouette,42,True
3281,0.4938,0.4885,0.2413,A_person_pulls_their_knee_up_to_their_chest,49,True
3282,0.4697,0.5138,0.2413,A_person_does_a_forward_roll_and_gets_up,10,True
3283,0.4374,0.5516,0.2413,A_person_applies_pressure_to_push_a_heavy_object,82,True
3284,0.5747,0.4198,0.2413,A_person_swings_their_left_arm_back_and_forth,18,True
3285,0.4284,0.5634,0.2413,An_individual_tries_to_push_a_heavy_thing,38,True
3286,0.4525,0.5335,0.2414,A_person_pushes_an_object_that_is_hard_to_lift,57,True
3287,0.484,0.4988,0.2414,Someone_moves_forward_by_rolling_and_then_stands,43,True
3288,0.434,0.5562,0.2414,Someone_is_moving_a_bulky_object_by_pushing,26,True
3289,0.4754,0.5077,0.2414,Someone_touches_their_toes_and_stands_back_up,69,True
3290,0.5016,0.4814,0.2414,A_person_rotates_in_a_pirouette,34,True
3291,0.5493,0.4396,0.2415,A_person_bends_to_touch_their_toes_and_stands_again,90,True
3292,0.5177,0.4665,0.2415,An_individual_raises_their_right_arm_to_make_contact_with_their_head,27,True
3293,0.4496,0.537,0.2415,Someone_performs_a_pirouette,36,True
3294,0.5583,0.4325,0.2415,Someone_does_a_quick_spin_in_a_pirouette,11,True
3295,0.5493,0.4396,0.2415,An_individual_does_a_turning_pirouette,56,True
3296,0.3735,0.6467,0.2415,A_person_applies_pressure_to_push_a_heavy_object,13,True
3297,0.4941,0.4887,0.2415,Someone_rolls_forward_and_stands_up,52,True
3298,0.5846,0.4132,0.2416,An_individual_reaches_down_to_their_toes_and_stands_up_straight,39,True
3299,0.555,0.4355,0.2417,Someone_does_a_quick_spin_in_a_pirouette,24,True
3300,0.4527,0.5339,0.2417,An_individual_claps_in_celebration,59,True
3301,0.5167,0.4678,0.2417,A_person_bends_their_leg_and_raises_their_knee_to_their_chest,26,True
3302,0.5338,0.4528,0.2417,A_person_bends_to_touch_their_toes_and_stands_again,14,True
3303,0.4562,0.5298,0.2417,Someone_does_a_pirouette,87,True
3304,0.4905,0.4928,0.2417,Someone_executes_a_pirouette,81,True
3305,0.4346,0.5565,0.2418,An_individual_raises_a_knee_towards_their_chest,9,True
3306,0.4081,0.5926,0.2418,Someone_pushes_off_the_ground_and_rises,66,True
3307,0.5074,0.4767,0.2418,A_person_gives_a_round_of_applause,28,True
3308,0.4194,0.5766,0.2418,A_person_jumps_really_high,62,True
3309,0.5819,0.4157,0.2419,Someone_reaches_up_with_their_right_arm_to_their_head,95,True
3310,0.5231,0.4625,0.2419,Someone_bends_down_to_touch_their_toes_and_then_stands_up,74,True
3311,0.4676,0.5174,0.2419,A_person_lifts_their_knee_to_their_chest,41,True
3312,0.552,0.4382,0.2419,A_person_bends_to_touch_their_toes_and_stands_again,85,True
3313,0.4427,0.5465,0.2419,An_individual_exerts_force_on_a_heavy_object,90,True
3314,0.4306,0.562,0.242,Someone_pushes_a_large_object,4,True
3315,0.525,0.4609,0.242,Someone_rolls_forward_and_stands_up,91,True
3316,0.4566,0.53,0.242,Someone_pushes_a_large_object,70,True
3317,0.4289,0.5641,0.242,A_person_reaches_for_their_toes_and_gets_back_up,71,True
3318,0.4852,0.4988,0.242,Someone_leaps_up_high,61,True
3319,0.3939,0.6146,0.2421,An_individual_claps_in_celebration,41,True
3320,0.5918,0.4091,0.2421,A_person_carries_out_push-ups,93,True
3321,0.4334,0.5586,0.2421,An_individual_pushes_a_heavy_object,69,True
3322,0.5059,0.4786,0.2421,Someone_rolls_in_a_forward_motion_and_stands_up,11,True
3323,0.5785,0.4185,0.2421,An_individual_brings_their_knee_close_to_their_chest,14,True
3324,0.4349,0.5568,0.2421,A_person_gives_a_round_of_applause,91,True
3325,0.5915,0.4095,0.2422,A_person_bends_to_touch_their_toes_and_stands_again,11,True
3326,0.4754,0.5096,0.2422,A_person_gives_a_round_of_applause,24,True
3327,0.4569,0.53,0.2422,An_individual_tumbles_forward_and_then_gets_up,90,True
3328,0.4412,0.549,0.2422,A_person_claps,69,True
3329,0.4396,0.5509,0.2422,An_individual_claps_in_celebration,44,True
3330,0.4639,0.522,0.2422,A_person_pushes_an_object_that_is_hard_to_lift,34,True
3331,0.5607,0.4319,0.2422,Someone_performs_a_forward_roll_and_then_stands,52,True
3332,0.4521,0.5356,0.2422,Someone_pushes_a_large_object,21,True
3333,0.5329,0.4547,0.2423,A_person_pulls_their_knee_up_to_their_chest,29,True
3334,0.4464,0.5428,0.2423,Someone_positions_their_knee_at_chest_height,37,True
3335,0.4378,0.5534,0.2423,An_individual_tumbles_forward_and_then_gets_up,64,True
3336,0.5408,0.4481,0.2423,An_individual_raises_their_right_arm_to_make_contact_with_their_head,45,True
3337,0.4271,0.5672,0.2423,Someone_touches_their_toes_and_stands_back_up,88,True
3338,0.5402,0.4486,0.2423,Someone_touches_their_toes_and_stands_back_up,92,True
3339,0.4374,0.5542,0.2424,A_person_performs_a_clap,58,True
3340,0.4615,0.5253,0.2424,A_person_claps,77,True
3341,0.4671,0.5189,0.2424,Someone_leans_down_to_touch_their_toes_and_stands_back_up,79,True
3342,0.4707,0.5149,0.2424,A_person_moves_a_heavy_object_by_pushing,79,True
3343,0.4337,0.5591,0.2424,An_individual_tries_to_push_a_heavy_thing,40,True
3344,0.5674,0.4272,0.2424,Someone_bends_down_to_touch_their_toes_and_then_stands_up,5,True
3345,0.5446,0.4453,0.2425,Someone_rolls_in_a_forward_motion_and_stands_up,29,True
3346,0.4664,0.52,0.2425,An_individual_pushes_something_heavy,88,True
3347,0.4451,0.5448,0.2425,An_individual_pushes_a_heavy_object,73,True
3348,0.5369,0.4519,0.2426,Someone_bends_down_to_touch_their_toes_and_then_stands_up,10,True
3349,0.4495,0.5397,0.2426,A_person_does_a_high_jump,44,True
3350,0.4732,0.5129,0.2427,Someone_does_a_pirouette,38,True
3351,0.5911,0.4106,0.2427,Someone_rolls_forward_and_stands_up,84,True
3352,0.503,0.4825,0.2427,Someone_leans_down_to_touch_their_toes_and_stands_back_up,72,True
3353,0.4706,0.5158,0.2427,A_person_claps,9,True
3354,0.4703,0.5164,0.2428,An_individual_rolls_forward_and_rises,58,True
3355,0.5173,0.4693,0.2428,A_person_goes_up_into_the_air,59,True
3356,0.4539,0.5352,0.2429,Someone_performs_a_pirouette,44,True
3357,0.4649,0.5225,0.2429,A_person_does_a_high_jump,16,True
3358,0.5587,0.4348,0.2429,Someone_elevates_their_knee_to_their_chest,20,True
3359,0.4776,0.5088,0.243,An_individual_exerts_force_on_a_heavy_object,5,True
3360,0.5122,0.4744,0.243,A_person_bends_to_touch_their_toes_and_stands_again,48,True
3361,0.4148,0.5859,0.243,A_person_rolls_forward_and_returns_to_a_standing_position,51,True
3362,0.4352,0.5583,0.243,An_individual_pushes_a_heavy_object,3,True
3363,0.5303,0.4582,0.243,Someone_positions_their_knee_at_chest_height,67,True
3364,0.474,0.5129,0.2431,An_individual_pushes_a_heavy_object,1,True
3365,0.5026,0.4837,0.2431,An_individual_does_a_turning_pirouette,88,True
3366,0.5162,0.471,0.2431,A_person_rolls_forward_and_returns_to_a_standing_position,42,True
3367,0.4836,0.5028,0.2431,An_individual_touches_their_toes_and_returns_to_a_standing_position,60,True
3368,0.5097,0.4773,0.2433,An_individual_lifts_a_knee_up_to_their_chest,69,True
3369,0.4776,0.5093,0.2433,Someone_does_push-up_exercises,23,True
3370,0.4572,0.5321,0.2433,An_individual_hops_up_high,35,True
3371,0.462,0.5265,0.2433,A_person_goes_up_into_the_air,75,True
3372,0.4773,0.5097,0.2433,A_person_applies_pressure_to_push_a_heavy_object,85,True
3373,0.521,0.4671,0.2434,A_person_bends_to_touch_their_toes_and_stands_again,21,True
3374,0.5505,0.4421,0.2434,Someone_brings_their_knee_up_to_their_chest,25,True
3375,0.4377,0.556,0.2434,A_person_does_a_high_jump,33,True
3376,0.5534,0.4397,0.2434,An_individual_tumbles_forward_and_then_gets_up,24,True
3377,0.4522,0.5383,0.2434,An_individual_pushes_a_heavy_object,16,True
3378,0.4857,0.501,0.2434,An_individual_does_a_turning_pirouette,25,True
3379,0.4728,0.515,0.2435,Someone_does_a_pirouette,1,True
3380,0.4671,0.5213,0.2435,Someone_rolls_in_a_forward_motion_and_stands_up,42,True
3381,0.4678,0.5204,0.2435,Someone_does_a_quick_spin_in_a_pirouette,75,True
3382,0.4503,0.5407,0.2435,Someone_executes_a_pirouette,22,True
3383,0.5241,0.4649,0.2436,Someone_performs_a_pirouette,57,True
3384,0.4482,0.5435,0.2436,Someone_is_moving_a_bulky_object_by_pushing,52,True
3385,0.4245,0.5737,0.2436,An_individual_pushes_a_heavy_object,29,True
3386,0.5446,0.4474,0.2436,Someone_bends_down_to_touch_their_toes_and_then_stands_up,18,True
3387,0.4945,0.4927,0.2436,Someone_touches_their_toes_and_stands_back_up,84,True
3388,0.4415,0.5516,0.2436,An_individual_pushes_a_heavy_item,96,True
3389,0.4903,0.4968,0.2436,An_individual_tries_to_push_a_heavy_thing,44,True
3390,0.4262,0.5718,0.2437,An_individual_rolls_forward_and_rises,22,True
3391,0.4791,0.5086,0.2437,A_person_goes_up_into_the_air,18,True
3392,0.4539,0.5369,0.2437,A_person_rolls_ahead_and_gets_back_on_their_feet,86,True
3393,0.5124,0.4756,0.2437,A_person_reaches_for_their_toes_and_gets_back_up,8,True
3394,0.5959,0.409,0.2437,An_individual_lifts_a_knee_up_to_their_chest,83,True
3395,0.5783,0.4216,0.2438,Someone_springs_up_off_the_ground,56,True
3396,0.5659,0.4309,0.2438,An_individual_engages_in_push-ups,33,True
3397,0.4645,0.525,0.2438,A_person_does_a_forward_roll_and_gets_up,3,True
3398,0.4649,0.5244,0.2438,An_individual_brings_their_knee_close_to_their_chest,7,True
3399,0.4429,0.5507,0.2439,Someone_executes_a_pirouette,39,True
3400,0.5071,0.481,0.2439,Someone_does_a_pirouette,53,True
3401,0.4137,0.5895,0.2439,A_person_performs_a_clap,70,True
3402,0.5738,0.4252,0.244,An_individual_engages_in_push-ups,6,True
3403,0.6352,0.3841,0.244,An_individual_waves_hello_with_their_left_arm,94,True
3404,0.5106,0.4779,0.244,Someone_leaps_up_high,67,True
3405,0.5358,0.4555,0.2441,An_individual_lifts_a_knee_up_to_their_chest,29,True
3406,0.4703,0.519,0.2441,A_person_reaches_for_their_toes_and_gets_back_up,58,True
3407,0.476,0.5129,0.2441,Someone_brings_their_knee_up_to_their_chest,8,True
3408,0.5407,0.4515,0.2441,A_person_bends_their_leg_and_raises_their_knee_to_their_chest,99,True
3409,0.5524,0.442,0.2441,A_person_swings_their_left_arm_back_and_forth,44,True
3410,0.4699,0.5196,0.2442,A_person_pushes_an_object_that_is_hard_to_lift,85,True
3411,0.4558,0.5357,0.2442,An_individual_completes_a_pirouette,92,True
3412,0.5788,0.4219,0.2442,Someone_bends_down_to_touch_their_toes_and_then_stands_up,99,True
3413,0.4653,0.5248,0.2442,An_individual_pushes_something_heavy,73,True
3414,0.5693,0.429,0.2442,A_person_brings_their_knee_in_towards_their_chest,30,True
3415,0.5256,0.4647,0.2442,Someone_touches_their_toes_and_then_lifts_themselves_up,22,True
3416,0.5019,0.4868,0.2443,A_person_brings_their_knee_in_towards_their_chest,7,True
3417,0.4368,0.5593,0.2443,A_person_pulls_their_knee_up_to_their_chest,38,True
3418,0.5962,0.4098,0.2443,Someone_brings_their_hands_together_to_clap,68,True
3419,0.4188,0.5833,0.2443,A_person_moves_a_heavy_object_by_pushing,8,True
3420,0.4664,0.5239,0.2443,An_individual_claps_in_celebration,35,True
3421,0.4599,0.5313,0.2443,An_individual_makes_a_high_jump,22,True
3422,0.425,0.5752,0.2444,A_person_performs_a_clap,6,True
3423,0.4742,0.5154,0.2444,An_individual_pushes_a_heavy_object,64,True
3424,0.5004,0.4885,0.2444,An_individual_lifts_a_knee_up_to_their_chest,43,True
3425,0.5382,0.4541,0.2444,An_individual_brings_their_knee_close_to_their_chest,35,True
3426,0.5318,0.4596,0.2444,Someone_leans_down_to_touch_their_toes_and_stands_back_up,1,True
3427,0.5121,0.4775,0.2445,Someone_brings_their_knee_up_to_their_chest,35,True
3428,0.5329,0.4588,0.2445,Someone_does_a_quick_spin_in_a_pirouette,8,True
3429,0.5529,0.4423,0.2445,A_person_rolls_ahead_and_gets_back_on_their_feet,14,True
3430,0.4684,0.5219,0.2445,A_person_stretches_to_touch_their_toes_and_then_rises,21,True
3431,0.4186,0.5842,0.2445,Someone_does_push-up_exercises,0,True
3432,0.5502,0.4445,0.2445,A_person_turns_around_in_a_pirouette,61,True
3433,0.4445,0.5503,0.2446,A_person_claps,81,True
3434,0.4457,0.5488,0.2446,An_individual_pushes_something_heavy,90,True
3435,0.5136,0.4763,0.2446,An_individual_touches_their_toes_and_returns_to_a_standing_position,49,True
3436,0.4404,0.5553,0.2446,A_person_moves_a_heavy_object_by_pushing,22,True
3437,0.4931,0.496,0.2446,A_person_bends_their_leg_and_raises_their_knee_to_their_chest,85,True
3438,0.4682,0.5227,0.2447,A_person_gives_a_round_of_applause,12,True
3439,0.4191,0.5837,0.2447,An_individual_puts_their_hands_together_to_clap,45,True
3440,0.4727,0.5177,0.2447,A_person_lifts_their_knee_to_their_chest,79,True
3441,0.4413,0.5545,0.2447,Someone_pushes_a_large_object,26,True
3442,0.4544,0.5386,0.2447,A_person_does_a_forward_roll_and_gets_up,40,True
3443,0.4493,0.5447,0.2447,A_person_moves_a_heavy_object_by_pushing,74,True
3444,0.5314,0.4606,0.2448,An_individual_puts_their_hands_together_to_clap,57,True
3445,0.535,0.4576,0.2448,Someone_leans_down_to_touch_their_toes_and_stands_back_up,75,True
3446,0.4797,0.5102,0.2448,Someone_performs_a_forward_roll_and_then_stands,18,True
3447,0.5503,0.4447,0.2448,A_person_spins_in_a_pirouette,97,True
3448,0.4452,0.5499,0.2448,Someone_is_moving_a_bulky_object_by_pushing,34,True
3449,0.5306,0.4613,0.2448,Someone_does_a_pirouette,55,True
3450,0.4974,0.4923,0.2449,Someone_does_a_pirouette,15,True
3451,0.4693,0.522,0.2449,An_individual_completes_a_pirouette,88,True
3452,0.6573,0.3726,0.2449,Someone_waves_with_their_left_arm,89,True
3453,0.5333,0.4594,0.245,Someone_positions_their_knee_at_chest_height,90,True
3454,0.4609,0.5317,0.245,Someone_performs_a_forward_roll_and_then_stands,79,True
3455,0.4736,0.5173,0.245,A_person_pushes_an_object_that_is_hard_to_lift,5,True
3456,0.4328,0.5663,0.2451,Someone_performs_a_pirouette,78,True
3457,0.4584,0.5347,0.2451,An_individual_pushes_something_heavy,26,True
3458,0.5414,0.4527,0.2451,Someone_bends_down_to_touch_their_toes_and_then_stands_up,24,True
3459,0.4231,0.5792,0.2451,An_individual_pushes_something_heavy,3,True
3460,0.5541,0.4425,0.2451,An_individual_brings_their_knee_close_to_their_chest,40,True
3461,0.5237,0.4683,0.2452,Someone_brings_their_knee_up_to_their_chest,44,True
3462,0.4265,0.5748,0.2452,A_person_performs_a_clap,96,True
3463,0.5896,0.4159,0.2452,Someone_brings_their_hands_together_to_clap,62,True
3464,0.4271,0.5742,0.2452,Someone_is_moving_a_bulky_object_by_pushing,32,True
3465,0.4548,0.5392,0.2452,A_person_moves_a_heavy_object_by_pushing,29,True
3466,0.5176,0.4737,0.2452,Someone_elevates_their_knee_to_their_chest,50,True
3467,0.45,0.5449,0.2452,An_individual_jumps_up_into_the_air,60,True
3468,0.5146,0.4767,0.2453,An_individual_raises_their_right_arm_to_make_contact_with_their_head,74,True
3469,0.4657,0.5267,0.2453,Someone_pushes_off_the_ground_and_rises,37,True
3470,0.4424,0.5544,0.2453,Someone_does_push-up_exercises,47,True
3471,0.4289,0.5722,0.2454,A_person_moves_a_heavy_object_by_pushing,58,True
3472,0.4493,0.546,0.2454,A_person_swings_their_left_arm_back_and_forth,41,True
3473,0.4356,0.5634,0.2454,Someone_does_a_pirouette,28,True
3474,0.4937,0.4973,0.2455,An_individual_touches_their_toes_and_returns_to_a_standing_position,57,True
3475,0.5339,0.4597,0.2455,A_person_raises_the_right_arm_to_touch_their_head,78,True
3476,0.5434,0.452,0.2456,An_individual_rolls_forward_and_quickly_gets_up,50,True
3477,0.4985,0.4927,0.2456,Someone_does_a_quick_spin_in_a_pirouette,98,True
3478,0.5315,0.4621,0.2456,A_person_brings_their_knee_in_towards_their_chest,17,True
3479,0.532,0.4616,0.2456,Someone_brings_their_knee_up_to_their_chest,48,True
3480,0.4645,0.529,0.2457,An_individual_tumbles_forward_and_then_gets_up,3,True
3481,0.5464,0.4496,0.2457,A_person_performs_push-ups,31,True
3482,0.4685,0.5245,0.2457,A_person_claps,71,True
3483,0.584,0.4208,0.2458,A_person_bends_their_leg_and_raises_their_knee_to_their_chest,48,True
3484,0.4952,0.4963,0.2458,A_person_bends_their_leg_and_raises_their_knee_to_their_chest,83,True
3485,0.5711,0.4305,0.2458,Someone_touches_their_toes_and_then_lifts_themselves_up,21,True
3486,0.4482,0.5485,0.2458,Someone_pushes_a_large_object,96,True
3487,0.4384,0.5608,0.2458,An_individual_claps_in_celebration,64,True
3488,0.5042,0.4877,0.2459,An_individual_lifts_a_knee_up_to_their_chest,96,True
3489,0.4164,0.5909,0.246,Someone_is_moving_a_bulky_object_by_pushing,10,True
3490,0.4575,0.5379,0.2461,An_individual_touches_their_toes_and_returns_to_a_standing_position,25,True
3491,0.5428,0.4534,0.2461,A_person_performs_push-ups,68,True
3492,0.4596,0.5357,0.2462,Someone_pushes_a_large_object,56,True
3493,0.3983,0.6185,0.2463,A_person_goes_up_into_the_air,38,True
3494,0.4535,0.5431,0.2463,An_individual_completes_a_pirouette,35,True
3495,0.4469,0.5514,0.2464,Someone_leaps_up_high,77,True
3496,0.4525,0.5446,0.2464,A_person_gives_a_round_of_applause,34,True
3497,0.4416,0.558,0.2464,A_person_claps,14,True
3498,0.4692,0.5252,0.2464,An_individual_pushes_something_heavy,57,True
3499,0.4878,0.5053,0.2465,A_person_swings_their_left_arm_back_and_forth,6,True
3500,0.4342,0.5678,0.2465,An_individual_tries_to_push_a_heavy_thing,94,True
3501,0.5675,0.4344,0.2465,A_person_turns_around_in_a_pirouette,33,True
3502,0.4731,0.521,0.2465,An_individual_touches_their_toes_and_returns_to_a_standing_position,78,True
3503,0.5165,0.4772,0.2465,Someone_executes_a_pirouette,68,True
3504,0.5355,0.4605,0.2466,Someone_pushes_off_the_ground_and_rises,81,True
3505,0.501,0.4922,0.2466,An_individual_completes_a_pirouette,31,True
3506,0.455,0.542,0.2466,A_person_brings_their_knee_in_towards_their_chest,60,True
3507,0.4563,0.5405,0.2466,An_individual_rolls_forward_and_quickly_gets_up,52,True
3508,0.5073,0.4863,0.2467,An_individual_exerts_force_on_a_heavy_object,36,True
3509,0.5018,0.4916,0.2467,A_person_pushes_an_object_that_is_hard_to_lift,23,True
3510,0.4525,0.5452,0.2467,Someone_touches_their_toes_and_then_lifts_themselves_up,29,True
3511,0.5005,0.4929,0.2467,Someone_performs_a_pirouette,45,True
3512,0.5585,0.4416,0.2467,An_individual_rolls_forward_and_quickly_gets_up,8,True
3513,0.4786,0.5157,0.2468,An_individual_tries_to_push_a_heavy_thing,1,True
3514,0.4721,0.5227,0.2468,A_person_gives_a_round_of_applause,98,True
3515,0.4521,0.5462,0.2469,An_individual_pushes_a_heavy_object,67,True
3516,0.5801,0.4256,0.2469,A_person_applies_pressure_to_push_a_heavy_object,38,True
3517,0.4517,0.5465,0.2469,Someone_is_moving_a_bulky_object_by_pushing,92,True
3518,0.4869,0.507,0.2469,Someone_shoves_a_weighty_object,93,True
3519,0.5825,0.4239,0.2469,An_individual_brings_their_knee_close_to_their_chest,33,True
3520,0.5704,0.4331,0.247,A_person_practices_push-ups,88,True
3521,0.498,0.4961,0.247,An_individual_touches_their_toes_and_returns_to_a_standing_position,84,True
3522,0.5465,0.452,0.247,A_person_brings_their_knee_in_towards_their_chest,45,True
3523,0.5267,0.469,0.247,Someone_shoves_a_weighty_object,52,True
3524,0.4824,0.5121,0.2471,An_individual_jumps_up_into_the_air,31,True
3525,0.5184,0.4769,0.2472,A_person_bends_their_leg_and_raises_their_knee_to_their_chest,1,True
3526,0.4981,0.4963,0.2472,Someone_does_a_pirouette,13,True
3527,0.4569,0.541,0.2472,An_individual_makes_a_clapping_motion,55,True
3528,0.4893,0.5054,0.2473,A_person_pulls_their_knee_up_to_their_chest,34,True
3529,0.4364,0.5666,0.2473,A_person_jumps_really_high,89,True
3530,0.5452,0.4537,0.2473,An_individual_goes_down_to_touch_their_toes_and_then_stands_back_up,71,True
3531,0.5088,0.486,0.2473,Someone_does_a_pirouette,37,True
3532,0.4864,0.5087,0.2474,Someone_pushes_off_the_ground_and_rises,88,True
3533,0.6188,0.3998,0.2474,An_individual_extends_their_right_arm_to_their_head,23,True
3534,0.4922,0.5025,0.2474,An_individual_dances_a_pirouette,71,True
3535,0.4744,0.5215,0.2474,An_individual_lifts_a_knee_up_to_their_chest,93,True
3536,0.4669,0.53,0.2474,A_person_does_a_high_jump,65,True
3537,0.5063,0.489,0.2475,A_person_bends_their_leg_and_raises_their_knee_to_their_chest,84,True
3538,0.4424,0.5595,0.2475,An_individual_pushes_something_heavy,44,True
3539,0.4546,0.5444,0.2475,An_individual_pushes_a_heavy_object,70,True
3540,0.4341,0.5701,0.2475,Someone_is_moving_a_bulky_object_by_pushing,40,True
3541,0.4598,0.5383,0.2475,An_individual_hops_up_high,85,True
3542,0.4642,0.5333,0.2475,An_individual_completes_a_pirouette,46,True
3543,0.4979,0.4972,0.2475,Someone_performs_a_forward_roll_and_then_stands,26,True
3544,0.5112,0.4844,0.2476,Someone_makes_a_full_turn_in_a_pirouette,91,True
3545,0.4731,0.5232,0.2476,A_person_rolls_ahead_and_gets_back_on_their_feet,64,True
3546,0.5998,0.4128,0.2476,A_person_pushes_an_object_that_is_hard_to_lift,31,True
3547,0.5356,0.4622,0.2476,Someone_performs_a_pirouette,76,True
3548,0.5158,0.4802,0.2477,An_individual_tries_to_push_a_heavy_thing,32,True
3549,0.4889,0.5066,0.2477,Someone_shoves_a_weighty_object,13,True
3550,0.5472,0.4526,0.2477,Someone_does_a_quick_spin_in_a_pirouette,6,True
3551,0.4815,0.5145,0.2477,An_individual_exerts_force_on_a_heavy_object,42,True
3552,0.5091,0.4867,0.2477,Someone_makes_a_full_turn_in_a_pirouette,88,True
3553,0.4151,0.5966,0.2477,An_individual_completes_a_pirouette,55,True
3554,0.46,0.5385,0.2477,A_person_jumps_really_high,53,True
3555,0.5234,0.4733,0.2477,An_individual_rolls_forward_and_quickly_gets_up,49,True
3556,0.4923,0.5033,0.2478,A_person_brings_their_knee_in_towards_their_chest,71,True
3557,0.5599,0.4427,0.2478,A_person_claps,38,True
3558,0.4889,0.5071,0.2479,A_person_rotates_in_a_pirouette,98,True
3559,0.4386,0.5651,0.2479,Someone_executes_a_pirouette,78,True
3560,0.42,0.5905,0.248,An_individual_rolls_forward_and_rises,35,True
3561,0.5875,0.4221,0.248,A_person_bends_to_touch_their_toes_and_stands_again,8,True
3562,0.595,0.4168,0.248,A_person_bends_to_touch_their_toes_and_stands_again,50,True
3563,0.5021,0.4939,0.248,Someone_does_push-up_exercises,85,True
3564,0.4676,0.5303,0.248,Someone_touches_their_toes_and_then_lifts_themselves_up,46,True
3565,0.4515,0.5492,0.248,An_individual_goes_down_to_touch_their_toes_and_then_stands_back_up,69,True
3566,0.4069,0.6096,0.248,An_individual_exerts_force_on_a_heavy_object,62,True
3567,0.4732,0.5241,0.248,An_individual_jumps_up_into_the_air,88,True
3568,0.4793,0.5174,0.248,A_person_claps,61,True
3569,0.4196,0.5913,0.2481,An_individual_pushes_a_heavy_item,99,True
3570,0.5298,0.4684,0.2481,An_individual_exerts_force_on_a_heavy_object,96,True
3571,0.5201,0.4771,0.2481,Someone_performs_a_pirouette,65,True
3572,0.4316,0.5748,0.2481,A_person_performs_a_clap,29,True
3573,0.4311,0.5754,0.2481,A_person_claps,82,True
3574,0.5241,0.4734,0.2481,An_individual_does_a_turning_pirouette,75,True
3575,0.4952,0.5012,0.2482,An_individual_dances_a_pirouette,58,True
3576,0.4967,0.4996,0.2482,An_individual_completes_a_pirouette,75,True
3577,0.5536,0.4482,0.2482,Someone_brings_their_hands_together_to_clap,37,True
3578,0.4907,0.5059,0.2482,An_individual_tumbles_forward_and_then_gets_up,66,True
3579,0.4903,0.5064,0.2483,A_person_applies_pressure_to_push_a_heavy_object,72,True
3580,0.4927,0.504,0.2483,An_individual_pushes_something_heavy,52,True
3581,0.4246,0.5852,0.2484,An_individual_pushes_a_heavy_object,85,True
3582,0.4677,0.5311,0.2484,An_individual_makes_a_clapping_motion,62,True
3583,0.5748,0.4321,0.2484,An_individual_lifts_a_knee_up_to_their_chest,36,True
3584,0.5912,0.4202,0.2484,Someone_reaches_up_with_their_right_arm_to_their_head,11,True
3585,0.4555,0.5454,0.2484,A_person_gives_a_round_of_applause,45,True
3586,0.4395,0.5651,0.2484,Someone_is_moving_a_bulky_object_by_pushing,91,True
3587,0.5219,0.4764,0.2486,A_person_goes_up_into_the_air,83,True
3588,0.4418,0.5628,0.2486,A_person_performs_a_clap,99,True
3589,0.5069,0.4905,0.2486,An_individual_does_a_turning_pirouette,42,True
3590,0.4893,0.5081,0.2486,A_person_reaches_for_their_toes_and_gets_back_up,69,True
3591,0.5068,0.4904,0.2486,A_person_performs_push-ups,65,True
3592,0.5155,0.4822,0.2486,A_person_pushes_an_object_that_is_hard_to_lift,54,True
3593,0.4884,0.5091,0.2486,A_person_bends_their_leg_and_raises_their_knee_to_their_chest,30,True
3594,0.4484,0.5547,0.2487,An_individual_brings_their_knee_close_to_their_chest,22,True
3595,0.434,0.5731,0.2487,An_individual_exerts_force_on_a_heavy_object,92,True
3596,0.5522,0.4503,0.2487,A_person_practices_push-ups,47,True
3597,0.4566,0.5446,0.2487,Someone_is_moving_a_bulky_object_by_pushing,57,True
3598,0.541,0.4597,0.2487,A_person_spins_in_a_pirouette,44,True
3599,0.4743,0.5243,0.2487,An_individual_claps_in_celebration,62,True
3600,0.452,0.5502,0.2487,A_person_rolls_ahead_and_gets_back_on_their_feet,87,True
3601,0.4804,0.5177,0.2487,A_person_rotates_in_a_pirouette,95,True
3602,0.4319,0.5762,0.2488,A_person_performs_a_clap,7,True
3603,0.6129,0.4059,0.2488,Someone_bends_down_to_touch_their_toes_and_then_stands_up,49,True
3604,0.4333,0.5741,0.2488,An_individual_completes_a_pirouette,27,True
3605,0.4307,0.5776,0.2488,An_individual_pushes_something_heavy,67,True
3606,0.5223,0.4765,0.2489,Someone_positions_their_knee_at_chest_height,74,True
3607,0.4811,0.5174,0.2489,A_person_reaches_for_their_toes_and_gets_back_up,23,True
3608,0.603,0.4127,0.2489,Someone_leans_down_to_touch_their_toes_and_stands_back_up,26,True
3609,0.473,0.5262,0.2489,A_person_brings_their_knee_in_towards_their_chest,20,True
3610,0.5371,0.4636,0.249,Someone_does_a_quick_spin_in_a_pirouette,14,True
3611,0.5163,0.4825,0.2491,Someone_brings_their_hands_together_to_clap,77,True
3612,0.4598,0.5418,0.2491,An_individual_touches_their_toes_and_returns_to_a_standing_position,53,True
3613,0.4205,0.5924,0.2491,An_individual_tries_to_push_a_heavy_thing,12,True
3614,0.5336,0.4669,0.2491,Someone_rolls_forward_and_stands_up,25,True
3615,0.4984,0.4998,0.2491,An_individual_tries_to_push_a_heavy_thing,77,True
3616,0.4735,0.526,0.2491,A_person_rolls_ahead_and_gets_back_on_their_feet,61,True
3617,0.4543,0.5485,0.2492,Someone_does_push-up_exercises,18,True
3618,0.4254,0.5858,0.2492,A_person_performs_a_clap,48,True
